ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
904,585,146,3,4,50.78,0.31,5.57,Y,Pending,2023-07-02,2023-11-07,2023-06-22,Anything travel mind view important.,Air,Themselves leader down three point.
905,863,181,1,3,74.71,0.33,6.72,Y,Pending,2023-06-05,2023-08-05,2023-11-05,Figure anything indeed nor friend.,Sea,Toward great mouth.
906,882,74,3,4,59.0,0.12,2.86,N,Shipped,2023-12-24,2024-01-05,2024-01-27,Piece radio rate institution.,Air,If my upon adult relationship.
907,137,87,3,9,73.21,0.44,1.54,Y,Shipped,2023-09-04,2023-02-19,2024-01-27,Record education check fire eight.,Air,Every especially direction seven.
908,533,180,5,10,80.93,0.11,2.87,N,Pending,2023-09-15,2023-05-02,2023-09-18,Chair front ten animal condition teach shake camera.,Sea,Growth various person.
909,30,21,1,4,94.86,0.04,7.6,Y,Shipped,2023-11-15,2023-03-06,2023-04-24,Student citizen inside necessary between fill argue.,Air,Then her say ever.
910,690,56,5,9,58.43,0.39,4.34,N,Shipped,2023-08-19,2023-09-01,2023-08-31,Follow example worry thousand whether.,Sea,Range goal middle white respond.
911,920,118,5,9,80.66,0.35,8.41,N,Shipped,2023-11-09,2023-12-18,2023-04-16,Carry wear public parent.,Land,Fast energy concern service civil.
912,851,78,1,7,85.8,0.44,9.68,N,Shipped,2023-04-30,2024-02-09,2023-03-15,Name boy result toward.,Sea,Model key industry stage only why.
913,199,185,2,9,31.49,0.1,3.47,Y,Pending,2023-08-30,2023-03-24,2023-12-19,Support what best myself.,Air,System always mother least minute worker however personal.
914,256,177,4,1,27.43,0.4,9.21,N,Shipped,2023-03-31,2023-04-29,2023-05-25,Owner create act hard thought eight interview.,Air,Bring avoid various indeed purpose similar.
915,82,81,2,4,58.1,0.31,1.98,N,Pending,2023-10-06,2023-09-21,2023-05-28,Art unit include.,Air,Prepare social chance.
916,548,130,4,3,60.6,0.15,8.91,Y,Shipped,2023-06-30,2024-02-03,2024-01-08,Money political teacher yourself child girl industry option.,Air,Program change own worker just traditional exist.
917,927,1,5,8,21.87,0.39,8.14,Y,Pending,2023-02-27,2024-01-30,2023-11-30,Commercial church authority option no oil share.,Land,Board teacher stop story.
918,687,175,5,10,74.68,0.27,5.38,N,Shipped,2023-07-18,2023-11-14,2023-09-14,Might middle big term.,Sea,Imagine factor writer establish particularly court statement front.
919,637,191,4,4,92.63,0.38,5.07,Y,Shipped,2023-12-04,2023-07-25,2024-02-10,Others protect kid produce particularly response beat.,Sea,Night system itself country seven.
920,341,40,3,5,65.28,0.03,3.19,Y,Pending,2023-08-31,2024-02-03,2023-02-14,Term main whom wonder anyone change treatment.,Land,Out bill road head.
921,894,90,2,2,93.71,0.07,8.27,Y,Shipped,2023-06-08,2023-07-04,2023-10-22,Yourself ten bring wrong Republican.,Land,Maintain through maybe.
922,525,125,3,5,27.66,0.33,1.03,Y,Shipped,2023-06-29,2023-08-04,2023-04-22,Six hot line letter police gas.,Land,Read price happy industry team prepare.
923,882,175,4,3,78.74,0.14,5.65,Y,Pending,2023-04-01,2023-10-26,2023-05-04,Hit key capital north pass guy technology.,Air,Service marriage eight indeed dark child.
924,154,44,2,1,57.39,0.35,3.74,Y,Pending,2023-10-21,2023-07-30,2023-02-17,Issue address among care more.,Air,Wonder everything boy child.
925,25,185,3,9,90.2,0.03,2.37,Y,Pending,2023-10-17,2023-04-30,2024-01-01,College newspaper loss teach western like particularly.,Sea,Body answer wonder suggest prove federal.
926,717,57,2,4,96.58,0.39,6.06,Y,Pending,2023-11-24,2023-11-22,2023-06-05,Sign try son.,Sea,Class cell government cause behind country thousand.
927,849,84,2,1,99.38,0.2,3.71,Y,Pending,2023-06-04,2023-09-20,2023-10-11,Car woman name defense success wonder ok.,Sea,Democratic rise reason author worry.
928,515,112,4,10,16.53,0.01,8.28,Y,Shipped,2023-08-04,2023-02-22,2024-02-07,Meet knowledge Democrat ahead fast kind.,Land,Dream six necessary involve of about but none.
929,87,37,2,5,69.62,0.11,7.74,Y,Shipped,2023-11-13,2023-10-29,2023-10-09,What wear specific Mrs.,Sea,Decision its our relationship word.
930,421,175,3,3,95.31,0.39,6.44,N,Pending,2023-08-15,2023-04-25,2023-02-22,Carry article affect.,Sea,Again community rock example officer speak.
931,780,92,5,6,81.86,0.27,3.75,Y,Shipped,2023-10-26,2023-09-26,2023-07-31,Up night what major street by room.,Sea,Agency describe leave.
932,840,50,4,6,29.76,0.33,4.08,Y,Pending,2023-06-10,2023-03-28,2023-05-09,Card wrong however also almost.,Air,By history current maybe.
933,42,42,5,6,64.86,0.5,6.64,N,Shipped,2023-02-23,2023-07-16,2024-02-13,Share capital work suddenly where myself.,Land,Difficult act design media will.
934,457,190,5,1,52.92,0.29,7.46,Y,Shipped,2023-09-17,2023-05-02,2023-04-23,War reveal instead tend opportunity sort job data.,Sea,Year simply line several investment attention summer fill.
935,258,194,4,6,11.62,0.03,9.99,N,Pending,2023-06-26,2023-08-12,2023-12-13,Most after again hit side before action.,Land,Full something range address simply very article.
936,704,189,2,8,40.11,0.21,8.63,N,Pending,2023-10-29,2023-08-07,2023-08-03,Prevent imagine visit investment.,Air,Information idea indicate through bring because.
937,986,8,1,3,44.33,0.19,2.56,Y,Pending,2023-03-29,2023-06-04,2023-12-29,Near without whether election then.,Sea,Bed reflect sit tend nice opportunity.
938,457,147,2,10,57.59,0.32,6.55,N,Pending,2023-08-01,2023-12-08,2023-05-21,Almost team central front discover away.,Sea,Officer season under partner themselves.
939,552,52,3,10,51.1,0.18,9.23,Y,Pending,2023-04-21,2024-01-30,2023-09-30,Probably simple while keep well nature.,Land,Into detail stay left.
940,911,144,4,9,74.31,0.07,6.6,N,Shipped,2023-09-29,2023-10-28,2023-05-18,Mind attack paper alone central candidate like establish.,Air,Keep leader discover improve.
941,487,86,5,9,97.29,0.21,5.19,N,Pending,2023-03-06,2023-04-08,2023-06-25,Create safe time mother range.,Land,Just although much message end imagine.
942,236,34,5,2,89.07,0.45,1.28,Y,Pending,2023-06-10,2023-11-21,2023-05-21,Color better long bed learn determine.,Air,Theory whose right several only.
943,521,180,4,10,34.84,0.42,7.02,N,Pending,2023-04-14,2023-06-04,2023-08-10,Debate many everybody sister water.,Land,She anything answer weight impact.
944,419,80,1,8,30.18,0.19,5.28,Y,Pending,2023-05-26,2023-08-04,2023-03-08,Through think different power return food.,Land,Myself country point.
945,848,38,3,5,18.02,0.09,3.84,N,Shipped,2023-05-21,2023-02-24,2023-05-29,Eye enter kid movie Congress network fill identify.,Land,Night firm nor wall age stop.
946,50,188,4,9,27.42,0.38,4.61,Y,Shipped,2024-01-02,2024-01-26,2023-03-20,Door memory staff decision beyond step girl.,Air,Security home movement key.
947,141,127,5,9,24.18,0.19,5.32,Y,Shipped,2024-01-14,2023-06-21,2023-07-29,Tax ground know family discuss gun learn.,Sea,Thought crime less since race avoid measure.
948,343,35,5,10,94.43,0.25,5.1,Y,Pending,2023-07-04,2023-02-16,2024-01-11,Fill eat yourself and arm song.,Land,Step success situation according race.
949,341,138,2,10,43.34,0.24,7.81,Y,Pending,2023-08-31,2023-09-05,2023-05-03,Customer whom mind company get they those process.,Sea,Sort it program check per.
950,678,20,5,2,15.87,0.44,2.02,N,Shipped,2023-07-17,2023-04-11,2023-11-21,Far various three laugh participant program policy.,Sea,Visit old along stock maintain.
951,755,82,5,7,76.76,0.23,2.13,N,Shipped,2023-02-18,2023-04-16,2023-06-01,Trip final well amount PM much experience.,Land,Notice north continue cultural.
952,583,116,5,3,48.58,0.25,5.9,Y,Shipped,2023-04-01,2023-09-29,2023-04-02,Face movement success attention increase news physical.,Air,While get consider campaign.
953,152,99,3,5,39.55,0.0,4.41,Y,Shipped,2023-11-06,2023-12-06,2023-05-07,Decide ago society major evidence network all feel.,Sea,Outside at exactly red base evidence him road.
954,917,195,3,6,24.82,0.21,6.35,N,Pending,2024-02-09,2023-10-20,2023-04-27,Art beautiful within whatever direction west either.,Sea,Situation keep religious instead power.
955,841,52,5,10,68.45,0.16,5.5,N,Shipped,2023-04-06,2024-01-22,2024-02-06,Authority say lawyer later.,Land,Other protect situation edge morning firm.
956,741,60,5,2,84.27,0.26,5.82,Y,Pending,2023-12-03,2023-05-15,2023-03-10,Heart find stop challenge office research manager draw.,Sea,Cover power perform may.
957,22,94,4,9,38.81,0.11,2.92,N,Shipped,2023-03-02,2023-03-14,2023-12-04,Two quite reach wide moment.,Sea,Save soldier language management public various.
958,507,194,5,9,78.35,0.33,1.21,Y,Pending,2023-09-27,2024-01-14,2023-02-16,Manager together good our economic risk.,Land,Mind democratic image suffer this gas.
959,387,156,1,9,33.81,0.16,6.14,Y,Pending,2023-06-06,2023-05-25,2023-06-19,Star shake nature increase control simply.,Air,Ago else sort citizen should eye focus.
960,768,41,4,4,52.67,0.1,5.3,N,Pending,2023-03-28,2023-08-24,2023-08-31,Player pattern court two throughout.,Air,Child at begin investment.
961,52,169,2,3,94.52,0.01,3.77,N,Pending,2023-07-21,2024-01-27,2023-06-16,Sing arrive education.,Land,Quality property service on after democratic drive.
962,401,27,5,3,99.78,0.17,5.86,Y,Pending,2023-09-30,2023-06-13,2023-04-06,Father analysis gas during fish.,Sea,Pattern series tell real.
963,413,80,1,3,53.36,0.17,8.03,N,Pending,2024-02-05,2023-05-10,2023-07-05,Once market worker professor.,Sea,Fine director if never necessary will marriage.
964,287,176,1,2,99.38,0.24,9.31,Y,Pending,2023-04-17,2024-01-07,2023-04-09,Safe task add generation.,Land,Accept to weight federal trial college.
965,663,65,3,5,79.54,0.08,3.77,N,Pending,2023-06-22,2023-06-27,2023-11-04,Piece wear side fight student hand.,Land,Sense age wind discussion sort friend catch.
966,250,54,4,7,17.91,0.24,4.64,Y,Shipped,2023-04-19,2023-04-04,2023-07-11,Discuss research huge light member debate short.,Air,Paper company fly yourself phone form letter.
967,531,140,4,10,66.36,0.15,3.25,Y,Shipped,2023-06-20,2023-08-19,2023-05-07,Mouth war evening pass stay.,Air,Note week choice red painting side several he.
968,454,1,5,6,38.69,0.17,5.7,N,Pending,2023-08-30,2023-11-13,2023-03-13,Indeed allow put five middle.,Land,Quite beautiful upon continue police gas yard voice.
969,956,23,3,4,73.37,0.1,5.67,N,Shipped,2024-02-08,2023-02-26,2023-11-17,Until herself station other coach government.,Sea,Floor once seem day.
970,488,85,5,4,25.15,0.26,4.07,Y,Shipped,2023-09-13,2023-04-14,2023-06-25,Remember investment drive agree accept.,Air,There agent create west take his doctor.
971,920,123,4,10,25.63,0.25,8.57,N,Pending,2023-02-27,2023-05-26,2023-07-30,Leader too model standard ability best.,Air,Sometimes end read green.
972,293,159,1,8,97.18,0.27,9.82,Y,Pending,2023-07-20,2023-06-23,2023-09-06,Remain purpose step project tend son.,Sea,Turn stuff full attention product.
973,655,81,4,5,81.64,0.09,4.4,N,Shipped,2023-12-30,2023-12-08,2023-11-04,Camera speech hotel.,Land,Kid view green personal try court.
974,79,17,2,5,40.18,0.41,4.24,N,Shipped,2024-01-14,2023-07-18,2023-07-09,Nor pretty us manage class.,Sea,Throw or task daughter physical.
975,832,78,1,10,90.71,0.27,9.4,Y,Shipped,2023-03-24,2023-02-27,2023-04-17,Cause south staff prepare.,Sea,Several along cold question.
976,922,200,1,9,24.35,0.21,8.68,Y,Pending,2023-03-23,2023-05-30,2023-10-23,Whole recent guy fine.,Sea,Carry commercial bad.
977,229,25,5,7,65.37,0.09,9.61,Y,Shipped,2023-02-23,2023-12-10,2023-04-13,North beautiful open upon seat table different.,Land,Project about he firm agreement.
978,252,25,5,1,30.01,0.02,1.75,N,Pending,2023-08-05,2023-08-13,2023-03-18,Go poor ball phone try already truth.,Air,Also talk least.
979,885,96,1,4,48.75,0.49,9.01,N,Pending,2023-07-28,2023-09-12,2023-10-27,Lot somebody check.,Sea,Western affect cut attack coach.
980,378,168,1,7,40.64,0.26,1.95,N,Pending,2024-01-10,2023-10-29,2023-12-07,Skill alone especially reality.,Land,Government somebody century you attention story himself.
981,598,147,1,2,69.91,0.19,2.55,N,Pending,2023-12-02,2024-01-19,2023-11-08,Sense star class new bit guy fight son.,Sea,Blue who mouth social.
982,663,55,4,2,29.02,0.01,5.55,N,Pending,2023-09-18,2023-08-07,2023-10-01,Bed require reveal order image book.,Air,Inside third effort national again certain hope.
983,335,199,4,1,88.22,0.22,7.48,N,Pending,2023-03-09,2023-06-23,2023-07-20,Method impact sort message scene.,Land,Begin nature positive catch mean body.
984,320,67,4,6,24.66,0.43,3.14,Y,Shipped,2023-08-18,2023-08-29,2023-02-24,Analysis piece design of but.,Sea,Organization more government produce star.
985,41,136,1,4,66.38,0.2,2.27,Y,Shipped,2023-09-27,2023-11-22,2023-09-22,Whether really company morning everyone south themselves.,Land,Among always discuss away people late provide.
986,280,3,1,3,84.82,0.48,4.34,N,Shipped,2023-03-17,2023-04-16,2023-11-14,Box note serve.,Land,Never see hope side outside kind far cause.
987,647,32,4,6,99.9,0.18,4.73,N,Pending,2023-09-12,2023-09-16,2023-12-19,Table public suffer including.,Air,Argue they no tonight alone our.
988,302,188,2,2,81.83,0.11,1.36,N,Shipped,2023-06-02,2023-12-01,2023-09-26,Field wind method amount explain.,Land,Despite bad finally subject final.
989,244,82,1,1,51.5,0.43,2.38,N,Pending,2024-01-08,2023-07-28,2023-07-08,Commercial country notice face.,Air,Husband single class laugh necessary environmental health similar.
990,427,125,2,2,88.91,0.38,4.56,Y,Shipped,2023-08-24,2023-09-28,2023-12-19,Especially case generation foreign history agency.,Land,But join right radio paper coach.
991,64,166,5,2,10.4,0.34,4.4,Y,Pending,2023-03-08,2023-06-07,2023-08-07,And fish war affect.,Land,Treat catch writer decade hotel.
992,624,39,4,3,26.22,0.17,8.65,N,Pending,2023-03-25,2023-12-30,2023-07-10,Watch fish call attack record question.,Air,Mother mission war suddenly.
993,765,179,1,9,45.34,0.46,3.48,Y,Pending,2023-11-07,2023-09-20,2023-12-30,Inside many team receive.,Sea,Base song good somebody before guess foreign.
994,912,187,5,6,66.89,0.05,2.2,Y,Shipped,2023-11-20,2023-12-14,2023-05-31,Start interesting two region hope.,Air,Pull dark prove nation practice stop.
995,693,196,2,8,10.38,0.49,9.18,N,Pending,2023-03-29,2023-10-24,2023-08-15,Old room charge set wonder take figure outside.,Land,Couple door gas nature recent join through get.
996,607,73,4,1,55.91,0.21,3.98,Y,Pending,2023-12-21,2023-06-02,2023-07-10,Charge situation free movie police begin.,Air,Gas local little brother involve grow door popular.
997,306,106,5,9,72.7,0.25,4.44,Y,Pending,2023-05-06,2023-12-08,2023-12-26,Painting guess one though.,Land,Help analysis state coach per agency movement politics.
998,888,134,1,7,81.03,0.17,4.12,N,Shipped,2023-03-23,2023-05-16,2023-08-04,Share prevent subject table street minute act.,Land,Remain woman people provide firm question.
999,296,129,4,4,11.11,0.15,4.88,Y,Pending,2024-01-02,2023-02-18,2023-08-08,Past receive nothing same step.,Land,Sea throw person easy.
1000,41,169,5,1,38.46,0.31,5.18,N,Pending,2023-05-20,2023-10-06,2023-10-01,Skill design sometimes owner despite learn price current.,Sea,Environment strategy debate popular TV bar site eat.
1001,946,71,3,7,50.68,0.33,7.0,Y,Pending,2024-01-16,2023-02-19,2023-10-30,Pull author prevent option down daughter.,Land,Through say risk statement nature.
1002,316,3,5,4,21.52,0.1,4.43,N,Shipped,2023-04-17,2023-03-21,2023-08-25,Window behind give walk.,Sea,Either but rich anyone technology seek.
1003,925,160,2,8,51.59,0.27,9.87,N,Pending,2023-02-20,2023-10-18,2023-06-09,Represent through field majority in manager.,Air,Memory reach likely team most.
1004,664,123,1,6,76.62,0.48,2.05,N,Shipped,2023-06-01,2023-11-01,2024-02-11,Generation short could according election real reality.,Land,Quickly officer current suffer month hear provide member.
1005,927,100,3,2,20.5,0.27,9.68,N,Pending,2023-12-14,2023-12-08,2023-04-28,Arrive total police green young history information control.,Sea,Style teacher appear hear door.
1006,680,123,3,5,94.79,0.21,2.16,Y,Pending,2023-05-21,2023-03-26,2023-05-04,Score respond writer TV rock trade.,Land,Seek individual guy effect ask form cultural.
1007,803,82,3,5,95.53,0.02,9.41,N,Pending,2023-10-15,2023-12-09,2023-03-16,Lawyer food ability significant throw.,Sea,Executive value rule on ball.
1008,937,111,3,2,30.93,0.29,9.97,N,Shipped,2023-05-16,2023-04-23,2023-07-23,Identify happy child usually population should offer pretty.,Air,Order later statement I number.
1009,213,124,2,6,85.3,0.21,8.45,Y,Pending,2023-05-26,2024-01-02,2023-05-31,Mr mention she blue no study star.,Air,State TV anything develop help moment people.
1010,664,48,3,4,26.7,0.49,4.41,N,Shipped,2023-05-27,2023-09-11,2023-11-25,Pay us top morning near cold character food.,Sea,Water fill grow feeling on model.
1011,185,150,1,10,64.47,0.3,7.17,Y,Pending,2023-11-21,2023-04-30,2023-12-28,Actually green piece rate something born example country.,Sea,Team buy glass either product arm design.
1012,935,3,3,7,67.75,0.05,7.18,N,Shipped,2023-06-23,2024-01-01,2023-07-10,Letter break just glass realize tree throw provide.,Sea,Sense eat we two fish herself.
1013,745,2,4,5,58.65,0.23,6.87,N,Pending,2023-02-17,2023-07-10,2023-07-06,Site fact song you company artist.,Land,Hospital continue interest degree describe little strong.
1014,693,130,4,9,41.47,0.47,5.99,Y,Shipped,2023-02-16,2023-02-16,2023-12-25,Region away growth sit.,Air,Other war hour data law read east reveal.
1015,455,170,2,4,20.2,0.4,6.15,Y,Shipped,2024-02-07,2024-02-13,2023-05-07,Race attorney season say.,Sea,Economic small real kitchen.
1016,234,184,3,9,45.22,0.24,7.31,Y,Pending,2023-10-26,2023-08-21,2023-11-14,Memory environmental chair girl step seven air.,Land,Water minute account particular administration.
1017,118,56,4,6,46.18,0.41,2.78,N,Pending,2023-06-05,2023-09-09,2023-09-28,Above natural car meeting.,Air,Serious even race any audience minute.
1018,803,164,4,8,93.92,0.19,2.76,N,Pending,2023-12-08,2024-02-05,2024-01-25,Similar dog forget move study fear assume.,Sea,News support task window offer.
1019,315,146,5,10,87.21,0.21,6.48,N,Pending,2024-02-11,2023-07-03,2023-10-05,Exactly nothing box law fill camera enjoy.,Sea,Popular order buy health forward friend address.
1020,974,26,3,8,38.51,0.17,5.8,N,Pending,2023-06-19,2024-01-26,2023-10-26,Mean whether such step bag wife.,Air,Age word tell allow western reflect this.
1021,678,45,3,1,89.79,0.36,5.59,Y,Pending,2023-11-16,2024-01-07,2023-06-13,Month he eight money evidence deal too.,Air,Have war without state.
1022,682,59,5,5,82.3,0.02,7.52,N,Shipped,2023-06-19,2023-12-14,2023-11-30,Beautiful control ball source bar seat kid.,Air,Value standard entire wall cost voice religious.
1023,351,27,5,3,58.78,0.02,5.59,N,Shipped,2024-01-16,2023-12-18,2023-12-19,Economy appear watch drop thus.,Sea,In and then short example her.
1024,207,14,2,3,13.12,0.1,7.03,Y,Shipped,2023-08-06,2023-02-27,2023-12-01,Serve begin employee film example north.,Air,Money though after pass answer brother.
1025,267,94,5,8,99.07,0.16,3.12,Y,Shipped,2023-12-10,2023-12-28,2023-10-16,Region movie until begin.,Sea,Rest get also station opportunity per more.
1026,786,94,3,4,20.73,0.12,6.56,N,Pending,2023-06-20,2023-06-21,2023-08-19,Blue before approach cover.,Sea,Church research mouth clear five herself thank.
1027,977,173,4,6,20.88,0.05,1.77,N,Shipped,2023-09-13,2023-07-11,2024-01-24,Food pay plan them share guy.,Sea,Many large catch.
1028,830,23,1,8,60.69,0.24,2.46,N,Pending,2023-10-15,2023-10-13,2023-03-04,That instead green bad property take.,Land,Serious late full.
1029,809,54,1,8,42.2,0.25,3.21,N,Shipped,2023-11-19,2023-03-14,2023-03-27,Wear detail low major miss pick throughout.,Air,Resource paper save country third son wall.
1030,244,68,5,5,11.48,0.35,4.02,Y,Shipped,2023-08-04,2023-03-14,2023-11-26,Strategy back animal through movie day whose see.,Air,Social low manage writer.
1031,99,49,3,4,86.03,0.37,7.37,N,Pending,2023-12-07,2023-04-02,2023-12-10,Herself voice avoid manage opportunity.,Air,Human thought thus parent.
1032,948,127,3,2,47.03,0.04,4.84,Y,Shipped,2023-03-22,2023-09-27,2023-09-30,Himself itself traditional keep account also movement those.,Sea,No development several like discuss.
1033,89,50,4,10,29.81,0.15,3.59,N,Pending,2023-05-17,2023-05-25,2023-09-17,Than cost part vote edge.,Sea,South plant yard campaign.
1034,255,108,4,10,34.32,0.47,6.2,Y,Pending,2023-12-23,2023-08-07,2023-05-15,Game appear view trade authority.,Sea,Over stop enough.
1035,546,145,3,10,45.22,0.33,3.06,N,Shipped,2023-04-22,2023-12-31,2023-11-06,Yet economy network.,Air,Student heart language only.
1036,191,129,1,3,71.73,0.42,1.08,Y,Shipped,2023-10-21,2023-06-22,2023-05-15,Dinner international finally size only sign.,Sea,Worry already new north.
1037,844,47,1,6,98.26,0.17,9.06,Y,Shipped,2023-08-24,2024-01-28,2023-07-02,Room democratic race two bring.,Sea,Create blue third camera material.
1038,726,71,1,8,40.74,0.32,9.17,N,Shipped,2023-04-06,2023-05-25,2024-01-25,Member institution data for.,Land,Line others black appear computer box.
1039,339,5,3,5,18.21,0.43,5.83,Y,Pending,2023-10-12,2024-01-10,2023-10-10,Reason prepare everybody.,Sea,Pretty their draw fish until.
1040,965,77,4,9,45.46,0.46,6.86,N,Pending,2023-08-04,2023-10-26,2023-03-25,Charge address local see modern them.,Sea,Box data there.
1041,330,1,3,3,29.15,0.5,9.15,Y,Pending,2023-10-25,2023-04-03,2023-06-12,Arm cell apply same.,Land,Report give teacher time herself traditional.
1042,773,20,4,1,32.7,0.21,1.05,Y,Pending,2024-02-08,2023-02-27,2023-12-28,On why born investment painting.,Air,Wait remain land wife our program because.
1043,686,62,3,10,77.94,0.2,4.2,N,Pending,2024-02-03,2023-11-11,2023-08-09,Clear support little single network.,Air,School apply note.
1044,163,87,4,9,13.51,0.3,7.14,N,Pending,2023-05-18,2023-12-01,2023-10-26,Such create may hold.,Sea,Place of key walk.
1045,309,123,3,3,60.86,0.43,8.43,Y,Pending,2023-07-26,2023-10-27,2023-10-20,Friend apply whom per once stop.,Air,Owner apply treatment later account.
1046,686,14,1,5,49.58,0.07,9.29,Y,Pending,2023-04-11,2023-11-01,2023-12-28,Traditional line commercial pattern.,Sea,Race happen people major commercial author those money.
1047,452,199,3,4,19.16,0.42,7.16,Y,Shipped,2023-10-03,2023-02-20,2023-08-10,Theory put company sure staff fear.,Land,Marriage great learn meeting.
1048,308,98,2,2,14.35,0.09,7.09,Y,Pending,2023-12-07,2024-01-23,2023-11-05,Together manage they pretty democratic bring understand.,Land,Hear street us tough very west big drug.
1049,285,107,3,7,55.55,0.06,5.73,Y,Shipped,2023-06-09,2023-03-31,2023-11-20,Hair trip view understand land.,Sea,Leave south pick color whatever.
1050,601,34,2,3,95.76,0.17,5.46,N,Pending,2024-02-06,2024-01-22,2023-04-22,Unit indeed wide government.,Sea,Address month middle company yeah.
1051,836,143,2,7,45.28,0.34,2.41,Y,Pending,2023-02-22,2023-05-12,2023-11-29,Lead chance less remember.,Sea,Scientist throughout energy meeting apply.
1052,160,71,5,7,21.9,0.13,6.87,Y,Shipped,2023-07-12,2023-09-13,2023-03-03,Call price almost.,Sea,Return increase stand enjoy paper cup.
1053,466,36,4,8,89.6,0.25,5.32,Y,Shipped,2023-04-04,2023-05-04,2023-10-10,Attention partner form whole get citizen.,Land,Difficult end agree all.
1054,496,49,1,4,80.32,0.0,1.87,N,Shipped,2024-01-11,2023-07-07,2023-12-02,Bank statement position imagine top bill half step.,Air,Nice dream month relationship officer.
1055,699,160,3,10,24.39,0.09,8.68,N,Shipped,2023-08-09,2024-01-17,2023-06-30,Tv letter audience become those pass where.,Air,Audience improve bill manager public country realize.
1056,111,112,1,8,88.03,0.48,7.56,N,Shipped,2023-12-11,2023-10-31,2023-05-06,Fact than senior something environment Congress travel current.,Sea,Blood before answer society.
1057,745,78,1,5,11.08,0.03,7.62,Y,Shipped,2023-07-06,2023-10-09,2023-04-14,Part own what cup evidence despite fall.,Sea,Recognize behavior recently behind work measure.
1058,814,189,5,3,42.79,0.04,3.07,Y,Pending,2024-01-08,2023-02-26,2023-06-20,Operation performance board himself eye.,Sea,Institution several tax American.
1059,549,23,3,8,86.69,0.3,9.47,N,Shipped,2023-06-30,2023-11-17,2023-04-01,Third worker no center middle.,Land,Painting letter power yet bank water.
1060,478,13,1,5,35.96,0.23,9.78,N,Pending,2023-07-18,2023-12-12,2023-03-06,Keep see probably.,Land,Trial price idea reach.
1061,798,100,5,2,23.25,0.39,7.31,Y,Pending,2023-06-27,2023-07-09,2023-08-13,Reach herself option behind myself.,Land,Responsibility mean think send him step.
1062,640,198,2,1,37.14,0.22,9.08,N,Shipped,2023-05-04,2023-08-20,2023-05-03,Represent during suggest.,Land,In hand project claim know religious.
1063,740,184,1,2,55.21,0.39,2.74,Y,Shipped,2023-04-13,2023-06-28,2023-03-18,Event whom top plan enter.,Sea,Week air remain do reflect down process.
1064,416,87,4,5,42.08,0.17,1.62,N,Pending,2023-02-24,2023-10-21,2023-08-30,Camera idea field baby.,Air,Figure than baby alone threat once.
1065,878,78,2,10,10.71,0.4,8.12,Y,Pending,2023-09-30,2023-09-19,2023-07-22,Character event consumer economic.,Land,Age they she next per begin could bar.
1066,672,87,3,6,52.76,0.22,1.23,N,Pending,2023-05-17,2024-01-23,2023-07-19,Describe wide citizen defense lot company.,Air,Matter single own want his.
1067,622,134,1,3,36.24,0.31,7.92,N,Pending,2024-01-13,2024-01-23,2023-09-22,Word yet president form recently research join.,Air,Language budget plant sit sometimes development ever child.
1068,542,63,2,9,84.47,0.06,5.65,Y,Pending,2023-06-27,2024-02-08,2023-10-08,Only guess break measure cover health money Mrs.,Land,Than decision move risk mention education draw.
1069,209,155,1,2,69.11,0.28,9.78,Y,Pending,2023-10-17,2023-10-17,2023-10-25,Now up know year.,Sea,Common determine establish film a feeling century.
1070,918,154,5,2,85.39,0.34,7.31,Y,Pending,2023-09-21,2023-07-09,2023-07-06,Although phone least than.,Sea,Left around son nor race sure maybe.
1071,452,46,2,8,51.42,0.17,5.66,N,Pending,2023-07-13,2023-04-07,2023-11-07,Give south away table training film live.,Sea,Imagine whose very police.
1072,21,174,5,3,35.4,0.09,5.83,Y,Shipped,2023-03-05,2023-10-01,2023-11-18,Movement prove mouth.,Air,Not shake program hour why husband debate focus.
1073,37,10,1,6,12.63,0.1,4.97,Y,Shipped,2023-06-10,2023-09-29,2023-08-24,Politics law north check event.,Air,Door ability more although far.
1074,69,56,5,8,63.73,0.19,1.35,Y,Shipped,2023-05-14,2023-05-24,2023-09-01,Hot where magazine enjoy again party.,Air,Nearly plant economic cost begin car.
1075,815,128,1,5,50.76,0.24,5.86,N,Pending,2023-02-16,2023-11-22,2024-01-23,Shoulder expect night player employee specific marriage.,Air,Hospital picture have food big.
1076,600,28,4,3,93.33,0.06,9.99,N,Pending,2023-06-06,2023-09-05,2023-07-25,Staff argue full he.,Land,Fire probably group war company international fish.
1077,715,21,4,1,92.82,0.18,6.27,N,Shipped,2023-10-15,2023-09-26,2023-09-23,Sea daughter recently number.,Air,Staff activity decade everything rock listen both.
1078,546,146,5,9,59.66,0.18,3.29,Y,Shipped,2024-02-07,2023-10-23,2023-08-24,Wide family admit hotel.,Air,Evening hospital maintain treat need say radio.
1079,620,100,2,10,76.53,0.36,4.57,N,Pending,2023-06-30,2023-04-15,2023-09-19,Organization or tell once notice source media.,Sea,Whether raise present the section.
1080,64,47,1,4,39.76,0.23,8.19,Y,Pending,2023-12-29,2023-12-31,2023-07-16,Month show impact buy east major.,Sea,Real they stage woman look teacher success teacher.
